fig_name,T,r,g,target_freq,target_strategy,opponent_strategy,wg,r_over_g,target_win_rate,opponent_win_rate,tie_rate,other_rate,finished_trials,expected_trials,is_complete,converged_rate,avg_generation
fig4_B,200,3,5,0.9,ADVISOR,LIAR,1.2820512820512822,0.6,1.0,0.0,0.0,0.0,100,100,True,1.0,11.06
fig4_B,200,4,5,0.9,ADVISOR,LIAR,1.2820512820512822,0.8,1.0,0.0,0.0,0.0,100,100,True,1.0,12.04
fig4_B,200,5,5,0.9,ADVISOR,LIAR,1.2820512820512822,1.0,0.99,0.01,0.0,0.0,100,100,True,1.0,15.34
fig4_B,200,6,5,0.9,ADVISOR,LIAR,1.2820512820512822,1.2,0.68,0.32,0.0,0.0,100,100,True,1.0,21.59
fig4_B,200,7,5,0.9,ADVISOR,LIAR,1.2820512820512822,1.4,0.39,0.61,0.0,0.0,100,100,True,1.0,25.14
fig4_B,200,8,5,0.9,ADVISOR,LIAR,1.2820512820512822,1.6,0.13,0.87,0.0,0.0,100,100,True,1.0,21.43
fig4_B,200,9,5,0.9,ADVISOR,LIAR,1.2820512820512822,1.8,0.08,0.92,0.0,0.0,100,100,True,1.0,19.26
fig4_B,200,10,5,0.9,ADVISOR,LIAR,1.2820512820512822,2.0,0.01,0.99,0.0,0.0,100,100,True,1.0,17.8
fig4_B,300,0,5,0.9,ADVISOR,LIAR,1.9230769230769231,0.0,0.0,1.0,0.0,0.0,100,100,True,1.0,9.32
fig4_B,300,1,5,0.9,ADVISOR,LIAR,1.9230769230769231,0.2,1.0,0.0,0.0,0.0,100,100,True,1.0,24.49
fig4_B,300,2,5,0.9,ADVISOR,LIAR,1.9230769230769231,0.4,1.0,0.0,0.0,0.0,100,100,True,1.0,7.51
fig4_B,300,3,5,0.9,ADVISOR,LIAR,1.9230769230769231,0.6,1.0,0.0,0.0,0.0,100,100,True,1.0,7.21
fig4_B,300,4,5,0.9,ADVISOR,LIAR,1.9230769230769231,0.8,1.0,0.0,0.0,0.0,100,100,True,1.0,8.81
fig4_B,300,5,5,0.9,ADVISOR,LIAR,1.9230769230769231,1.0,0.98,0.02,0.0,0.0,100,100,True,1.0,12.82
fig4_B,300,6,5,0.9,ADVISOR,LIAR,1.9230769230769231,1.2,0.75,0.25,0.0,0.0,100,100,True,1.0,19.0
fig4_B,300,7,5,0.9,ADVISOR,LIAR,1.9230769230769231,1.4,0.5,0.5,0.0,0.0,100,100,True,1.0,24.02
fig4_B,300,8,5,0.9,ADVISOR,LIAR,1.9230769230769231,1.6,0.21,0.79,0.0,0.0,100,100,True,1.0,19.74
fig4_B,300,9,5,0.9,ADVISOR,LIAR,1.9230769230769231,1.8,0.12,0.88,0.0,0.0,100,100,True,1.0,19.1
fig4_B,300,10,5,0.9,ADVISOR,LIAR,1.9230769230769231,2.0,0.04,0.96,0.0,0.0,100,100,True,1.0,16.86
fig4_B,400,0,5,0.9,ADVISOR,LIAR,2.5641025641025643,0.0,0.0,1.0,0.0,0.0,100,100,True,1.0,9.12
fig4_B,400,1,5,0.9,ADVISOR,LIAR,2.5641025641025643,0.2,1.0,0.0,0.0,0.0,100,100,True,1.0,10.05
fig4_B,400,2,5,0.9,ADVISOR,LIAR,2.5641025641025643,0.4,1.0,0.0,0.0,0.0,100,100,True,1.0,5.49
fig4_B,400,3,5,0.9,ADVISOR,LIAR,2.5641025641025643,0.6,1.0,0.0,0.0,0.0,100,100,True,1.0,6.35
fig4_B,400,4,5,0.9,ADVISOR,LIAR,2.5641025641025643,0.8,1.0,0.0,0.0,0.0,100,100,True,1.0,7.01
fig4_B,400,5,5,0.9,ADVISOR,LIAR,2.5641025641025643,1.0,0.98,0.02,0.0,0.0,100,100,True,1.0,11.35
fig4_B,400,6,5,0.9,ADVISOR,LIAR,2.5641025641025643,1.2,0.83,0.17,0.0,0.0,100,100,True,1.0,17.75
fig4_B,400,7,5,0.9,ADVISOR,LIAR,2.5641025641025643,1.4,0.5,0.5,0.0,0.0,100,100,True,1.0,22.37
fig4_B,400,8,5,0.9,ADVISOR,LIAR,2.5641025641025643,1.6,0.18,0.82,0.0,0.0,100,100,True,1.0,22.51
fig4_B,400,9,5,0.9,ADVISOR,LIAR,2.5641025641025643,1.8,0.09,0.91,0.0,0.0,100,100,True,1.0,19.52
fig4_B,400,10,5,0.9,ADVISOR,LIAR,2.5641025641025643,2.0,0.08,0.92,0.0,0.0,100,100,True,1.0,16.55
fig4_B,500,0,5,0.9,ADVISOR,LIAR,3.2051282051282053,0.0,0.0,1.0,0.0,0.0,100,100,True,1.0,9.23
fig4_B,500,1,5,0.9,ADVISOR,LIAR,3.2051282051282053,0.2,1.0,0.0,0.0,0.0,100,100,True,1.0,6.31
fig4_B,500,2,5,0.9,ADVISOR,LIAR,3.2051282051282053,0.4,1.0,0.0,0.0,0.0,100,100,True,1.0,4.38
fig4_B,500,3,5,0.9,ADVISOR,LIAR,3.2051282051282053,0.6,1.0,0.0,0.0,0.0,100,100,True,1.0,4.86
fig4_B,500,4,5,0.9,ADVISOR,LIAR,3.2051282051282053,0.8,1.0,0.0,0.0,0.0,100,100,True,1.0,6.21
fig4_B,500,5,5,0.9,ADVISOR,LIAR,3.2051282051282053,1.0,1.0,0.0,0.0,0.0,100,100,True,1.0,9.54
fig4_B,500,6,5,0.9,ADVISOR,LIAR,3.2051282051282053,1.2,0.89,0.11,0.0,0.0,100,100,True,1.0,15.4
fig4_B,500,7,5,0.9,ADVISOR,LIAR,3.2051282051282053,1.4,0.48,0.52,0.0,0.0,100,100,True,1.0,21.96
fig4_B,500,8,5,0.9,ADVISOR,LIAR,3.2051282051282053,1.6,0.22,0.78,0.0,0.0,100,100,True,1.0,22.72
fig4_B,500,9,5,0.9,ADVISOR,LIAR,3.2051282051282053,1.8,0.11,0.89,0.0,0.0,100,100,True,1.0,18.26
fig4_B,500,10,5,0.9,ADVISOR,LIAR,3.2051282051282053,2.0,0.03,0.97,0.0,0.0,100,100,True,1.0,17.65
fig4_B,600,0,5,0.9,ADVISOR,LIAR,3.8461538461538463,0.0,0.0,1.0,0.0,0.0,100,100,True,1.0,9.16
fig4_B,600,1,5,0.9,ADVISOR,LIAR,3.8461538461538463,0.2,1.0,0.0,0.0,0.0,100,100,True,1.0,4.87
fig4_B,600,2,5,0.9,ADVISOR,LIAR,3.8461538461538463,0.4,1.0,0.0,0.0,0.0,100,100,True,1.0,3.89
fig4_B,600,3,5,0.9,ADVISOR,LIAR,3.8461538461538463,0.6,1.0,0.0,0.0,0.0,100,100,True,1.0,4.74
fig4_B,600,4,5,0.9,ADVISOR,LIAR,3.8461538461538463,0.8,1.0,0.0,0.0,0.0,100,100,True,1.0,6.45
fig4_B,600,5,5,0.9,ADVISOR,LIAR,3.8461538461538463,1.0,0.99,0.01,0.0,0.0,100,100,True,1.0,10.79
fig4_B,600,6,5,0.9,ADVISOR,LIAR,3.8461538461538463,1.2,0.89,0.11,0.0,0.0,100,100,True,1.0,15.78
fig4_B,600,7,5,0.9,ADVISOR,LIAR,3.8461538461538463,1.4,0.63,0.37,0.0,0.0,100,100,True,1.0,19.48
fig4_B,600,8,5,0.9,ADVISOR,LIAR,3.8461538461538463,1.6,0.26,0.74,0.0,0.0,100,100,True,1.0,21.94
fig4_B,600,9,5,0.9,ADVISOR,LIAR,3.8461538461538463,1.8,0.09,0.91,0.0,0.0,100,100,True,1.0,19.48
fig4_B,600,10,5,0.9,ADVISOR,LIAR,3.8461538461538463,2.0,0.06,0.94,0.0,0.0,100,100,True,1.0,17.56
fig4_B,700,0,5,0.9,ADVISOR,LIAR,4.487179487179487,0.0,0.0,1.0,0.0,0.0,100,100,True,1.0,9.19
fig4_B,700,1,5,0.9,ADVISOR,LIAR,4.487179487179487,0.2,1.0,0.0,0.0,0.0,100,100,True,1.0,4.16
fig4_B,700,2,5,0.9,ADVISOR,LIAR,4.487179487179487,0.4,1.0,0.0,0.0,0.0,100,100,True,1.0,3.83
fig4_B,700,3,5,0.9,ADVISOR,LIAR,4.487179487179487,0.6,1.0,0.0,0.0,0.0,100,100,True,1.0,4.51
fig4_B,700,4,5,0.9,ADVISOR,LIAR,4.487179487179487,0.8,1.0,0.0,0.0,0.0,100,100,True,1.0,6.15
fig4_B,700,5,5,0.9,ADVISOR,LIAR,4.487179487179487,1.0,0.99,0.01,0.0,0.0,100,100,True,1.0,9.22
fig4_B,700,6,5,0.9,ADVISOR,LIAR,4.487179487179487,1.2,0.92,0.08,0.0,0.0,100,100,True,1.0,14.59
fig4_B,700,7,5,0.9,ADVISOR,LIAR,4.487179487179487,1.4,0.52,0.48,0.0,0.0,100,100,True,1.0,20.45
fig4_B,700,8,5,0.9,ADVISOR,LIAR,4.487179487179487,1.6,0.3,0.7,0.0,0.0,100,100,True,1.0,19.84
fig4_B,700,9,5,0.9,ADVISOR,LIAR,4.487179487179487,1.8,0.09,0.91,0.0,0.0,100,100,True,1.0,18.94
fig4_B,700,10,5,0.9,ADVISOR,LIAR,4.487179487179487,2.0,0.07,0.93,0.0,0.0,100,100,True,1.0,18.39
fig4_B,800,0,5,0.9,ADVISOR,LIAR,5.128205128205129,0.0,0.0,1.0,0.0,0.0,100,100,True,1.0,9.22
fig4_B,800,1,5,0.9,ADVISOR,LIAR,5.128205128205129,0.2,1.0,0.0,0.0,0.0,100,100,True,1.0,3.61
fig4_B,800,2,5,0.9,ADVISOR,LIAR,5.128205128205129,0.4,1.0,0.0,0.0,0.0,100,100,True,1.0,3.77
fig4_B,800,3,5,0.9,ADVISOR,LIAR,5.128205128205129,0.6,1.0,0.0,0.0,0.0,100,100,True,1.0,4.32
fig4_B,800,4,5,0.9,ADVISOR,LIAR,5.128205128205129,0.8,1.0,0.0,0.0,0.0,100,100,True,1.0,6.24
fig4_B,800,5,5,0.9,ADVISOR,LIAR,5.128205128205129,1.0,1.0,0.0,0.0,0.0,100,100,True,1.0,8.54
fig4_B,800,6,5,0.9,ADVISOR,LIAR,5.128205128205129,1.2,0.8,0.2,0.0,0.0,100,100,True,1.0,16.03
fig4_B,800,7,5,0.9,ADVISOR,LIAR,5.128205128205129,1.4,0.62,0.38,0.0,0.0,100,100,True,1.0,19.64
fig4_B,800,8,5,0.9,ADVISOR,LIAR,5.128205128205129,1.6,0.3,0.7,0.0,0.0,100,100,True,1.0,19.49
fig4_B,800,9,5,0.9,ADVISOR,LIAR,5.128205128205129,1.8,0.1,0.9,0.0,0.0,100,100,True,1.0,18.1
fig4_B,800,10,5,0.9,ADVISOR,LIAR,5.128205128205129,2.0,0.04,0.96,0.0,0.0,100,100,True,1.0,18.13
fig4_B,900,0,5,0.9,ADVISOR,LIAR,5.769230769230769,0.0,0.0,1.0,0.0,0.0,100,100,True,1.0,9.11
fig4_B,900,1,5,0.9,ADVISOR,LIAR,5.769230769230769,0.2,1.0,0.0,0.0,0.0,100,100,True,1.0,3.51
fig4_B,900,2,5,0.9,ADVISOR,LIAR,5.769230769230769,0.4,1.0,0.0,0.0,0.0,100,100,True,1.0,3.4
fig4_B,900,3,5,0.9,ADVISOR,LIAR,5.769230769230769,0.6,1.0,0.0,0.0,0.0,100,100,True,1.0,4.32
fig4_B,900,4,5,0.9,ADVISOR,LIAR,5.769230769230769,0.8,1.0,0.0,0.0,0.0,100,100,True,1.0,6.12
fig4_B,900,5,5,0.9,ADVISOR,LIAR,5.769230769230769,1.0,0.99,0.01,0.0,0.0,100,100,True,1.0,9.57
fig4_B,900,6,5,0.9,ADVISOR,LIAR,5.769230769230769,1.2,0.84,0.16,0.0,0.0,100,100,True,1.0,15.29
fig4_B,900,7,5,0.9,ADVISOR,LIAR,5.769230769230769,1.4,0.6,0.4,0.0,0.0,100,100,True,1.0,19.62
fig4_B,900,8,5,0.9,ADVISOR,LIAR,5.769230769230769,1.6,0.25,0.75,0.0,0.0,100,100,True,1.0,19.34
fig4_B,900,9,5,0.9,ADVISOR,LIAR,5.769230769230769,1.8,0.19,0.81,0.0,0.0,100,100,True,1.0,18.06
fig4_B,900,10,5,0.9,ADVISOR,LIAR,5.769230769230769,2.0,0.06,0.94,0.0,0.0,100,100,True,1.0,18.08
fig4_B,1000,0,5,0.9,ADVISOR,LIAR,6.410256410256411,0.0,0.0,1.0,0.0,0.0,100,100,True,1.0,9.06
fig4_B,1000,1,5,0.9,ADVISOR,LIAR,6.410256410256411,0.2,1.0,0.0,0.0,0.0,100,100,True,1.0,3.46
fig4_B,1000,2,5,0.9,ADVISOR,LIAR,6.410256410256411,0.4,1.0,0.0,0.0,0.0,100,100,True,1.0,3.46
fig4_B,1000,3,5,0.9,ADVISOR,LIAR,6.410256410256411,0.6,1.0,0.0,0.0,0.0,100,100,True,1.0,4.47
fig4_B,1000,4,5,0.9,ADVISOR,LIAR,6.410256410256411,0.8,1.0,0.0,0.0,0.0,100,100,True,1.0,6.68
fig4_B,1000,5,5,0.9,ADVISOR,LIAR,6.410256410256411,1.0,1.0,0.0,0.0,0.0,100,100,True,1.0,8.77
fig4_B,1000,6,5,0.9,ADVISOR,LIAR,6.410256410256411,1.2,0.9,0.1,0.0,0.0,100,100,True,1.0,12.35
fig4_B,1000,7,5,0.9,ADVISOR,LIAR,6.410256410256411,1.4,0.53,0.47,0.0,0.0,100,100,True,1.0,19.7
fig4_B,1000,8,5,0.9,ADVISOR,LIAR,6.410256410256411,1.6,0.28,0.72,0.0,0.0,100,100,True,1.0,20.33
fig4_B,1000,9,5,0.9,ADVISOR,LIAR,6.410256410256411,1.8,0.13,0.87,0.0,0.0,100,100,True,1.0,19.86
fig4_B,1000,10,5,0.9,ADVISOR,LIAR,6.410256410256411,2.0,0.08,0.92,0.0,0.0,100,100,True,1.0,17.63
