fig_name,T,r,g,target_freq,target_strategy,opponent_strategy,wg,r_over_g,target_win_rate,opponent_win_rate,tie_rate,other_rate,finished_trials,expected_trials,is_complete,converged_rate,avg_generation
fig5,300,5,5,0.2,ADVISOR,LIAR,1.9230769230769231,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,2.77
fig5,300,5,5,0.3,ADVISOR,LIAR,1.9230769230769231,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,3.55
fig5,300,5,5,0.4,ADVISOR,LIAR,1.9230769230769231,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,4.47
fig5,300,5,5,0.5,ADVISOR,LIAR,1.9230769230769231,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,5.79
fig5,300,5,5,0.6,ADVISOR,LIAR,1.9230769230769231,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,7.85
fig5,300,5,5,0.7,ADVISOR,LIAR,1.9230769230769231,1.0,0.03,0.97,0.0,0.0,100,100,True,1.0,13.22
fig5,300,5,5,0.8,ADVISOR,LIAR,1.9230769230769231,1.0,0.74,0.26,0.0,0.0,100,100,True,1.0,21.36
fig5,300,5,5,0.9,ADVISOR,LIAR,1.9230769230769231,1.0,0.99,0.01,0.0,0.0,100,100,True,1.0,12.23
fig5,400,5,5,0.1,ADVISOR,LIAR,2.5641025641025643,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,1.97
fig5,400,5,5,0.2,ADVISOR,LIAR,2.5641025641025643,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,2.68
fig5,400,5,5,0.3,ADVISOR,LIAR,2.5641025641025643,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,3.45
fig5,400,5,5,0.4,ADVISOR,LIAR,2.5641025641025643,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,4.45
fig5,400,5,5,0.5,ADVISOR,LIAR,2.5641025641025643,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,5.81
fig5,400,5,5,0.6,ADVISOR,LIAR,2.5641025641025643,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,8.09
fig5,400,5,5,0.7,ADVISOR,LIAR,2.5641025641025643,1.0,0.08,0.92,0.0,0.0,100,100,True,1.0,15.16
fig5,400,5,5,0.8,ADVISOR,LIAR,2.5641025641025643,1.0,0.83,0.17,0.0,0.0,100,100,True,1.0,20.18
fig5,400,5,5,0.9,ADVISOR,LIAR,2.5641025641025643,1.0,0.97,0.03,0.0,0.0,100,100,True,1.0,12.28
fig5,600,5,5,0.1,ADVISOR,LIAR,3.8461538461538463,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,2.0
fig5,600,5,5,0.2,ADVISOR,LIAR,3.8461538461538463,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,2.69
fig5,600,5,5,0.3,ADVISOR,LIAR,3.8461538461538463,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,3.46
fig5,600,5,5,0.4,ADVISOR,LIAR,3.8461538461538463,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,4.51
fig5,600,5,5,0.5,ADVISOR,LIAR,3.8461538461538463,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,5.88
fig5,600,5,5,0.6,ADVISOR,LIAR,3.8461538461538463,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,8.13
fig5,600,5,5,0.7,ADVISOR,LIAR,3.8461538461538463,1.0,0.14,0.86,0.0,0.0,100,100,True,1.0,14.55
fig5,600,5,5,0.8,ADVISOR,LIAR,3.8461538461538463,1.0,0.77,0.23,0.0,0.0,100,100,True,1.0,17.73
fig5,600,5,5,0.9,ADVISOR,LIAR,3.8461538461538463,1.0,1.0,0.0,0.0,0.0,100,100,True,1.0,9.63
fig5,800,5,5,0.1,ADVISOR,LIAR,5.128205128205129,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,2.0
fig5,800,5,5,0.2,ADVISOR,LIAR,5.128205128205129,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,2.77
fig5,800,5,5,0.3,ADVISOR,LIAR,5.128205128205129,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,3.58
fig5,800,5,5,0.4,ADVISOR,LIAR,5.128205128205129,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,4.37
fig5,800,5,5,0.5,ADVISOR,LIAR,5.128205128205129,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,5.88
fig5,800,5,5,0.6,ADVISOR,LIAR,5.128205128205129,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,7.87
fig5,800,5,5,0.7,ADVISOR,LIAR,5.128205128205129,1.0,0.14,0.86,0.0,0.0,100,100,True,1.0,15.68
fig5,800,5,5,0.8,ADVISOR,LIAR,5.128205128205129,1.0,0.83,0.17,0.0,0.0,100,100,True,1.0,16.94
fig5,800,5,5,0.9,ADVISOR,LIAR,5.128205128205129,1.0,1.0,0.0,0.0,0.0,100,100,True,1.0,9.54
fig5,1000,5,5,0.1,ADVISOR,LIAR,6.410256410256411,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,2.0
fig5,1000,5,5,0.2,ADVISOR,LIAR,6.410256410256411,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,2.64
fig5,1000,5,5,0.3,ADVISOR,LIAR,6.410256410256411,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,3.51
fig5,1000,5,5,0.4,ADVISOR,LIAR,6.410256410256411,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,4.5
fig5,1000,5,5,0.5,ADVISOR,LIAR,6.410256410256411,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,5.86
fig5,1000,5,5,0.6,ADVISOR,LIAR,6.410256410256411,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,8.19
fig5,1000,5,5,0.7,ADVISOR,LIAR,6.410256410256411,1.0,0.12,0.88,0.0,0.0,100,100,True,1.0,15.12
fig5,1000,5,5,0.8,ADVISOR,LIAR,6.410256410256411,1.0,0.88,0.12,0.0,0.0,100,100,True,1.0,17.05
fig5,1000,5,5,0.9,ADVISOR,LIAR,6.410256410256411,1.0,0.99,0.01,0.0,0.0,100,100,True,1.0,8.9
fig5,1200,5,5,0.1,ADVISOR,LIAR,7.6923076923076925,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,2.0
fig5,1200,5,5,0.2,ADVISOR,LIAR,7.6923076923076925,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,2.67
fig5,1200,5,5,0.3,ADVISOR,LIAR,7.6923076923076925,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,3.52
fig5,1200,5,5,0.4,ADVISOR,LIAR,7.6923076923076925,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,4.47
fig5,1200,5,5,0.5,ADVISOR,LIAR,7.6923076923076925,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,5.92
fig5,1200,5,5,0.6,ADVISOR,LIAR,7.6923076923076925,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,8.03
fig5,1200,5,5,0.7,ADVISOR,LIAR,7.6923076923076925,1.0,0.17,0.83,0.0,0.0,100,100,True,1.0,14.87
fig5,1200,5,5,0.8,ADVISOR,LIAR,7.6923076923076925,1.0,0.85,0.15,0.0,0.0,100,100,True,1.0,16.87
fig5,1200,5,5,0.9,ADVISOR,LIAR,7.6923076923076925,1.0,1.0,0.0,0.0,0.0,100,100,True,1.0,8.5
fig5,1400,5,5,0.1,ADVISOR,LIAR,8.974358974358974,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,2.0
fig5,1400,5,5,0.2,ADVISOR,LIAR,8.974358974358974,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,2.75
fig5,1400,5,5,0.3,ADVISOR,LIAR,8.974358974358974,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,3.53
fig5,1400,5,5,0.4,ADVISOR,LIAR,8.974358974358974,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,4.5
fig5,1400,5,5,0.5,ADVISOR,LIAR,8.974358974358974,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,5.94
fig5,1400,5,5,0.6,ADVISOR,LIAR,8.974358974358974,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,8.19
fig5,1400,5,5,0.7,ADVISOR,LIAR,8.974358974358974,1.0,0.12,0.88,0.0,0.0,100,100,True,1.0,14.99
fig5,1400,5,5,0.8,ADVISOR,LIAR,8.974358974358974,1.0,0.82,0.18,0.0,0.0,100,100,True,1.0,15.99
fig5,1400,5,5,0.9,ADVISOR,LIAR,8.974358974358974,1.0,1.0,0.0,0.0,0.0,100,100,True,1.0,8.25
fig5,1600,5,5,0.1,ADVISOR,LIAR,10.256410256410257,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,2.0
fig5,1600,5,5,0.2,ADVISOR,LIAR,10.256410256410257,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,2.73
fig5,1600,5,5,0.3,ADVISOR,LIAR,10.256410256410257,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,3.5
fig5,1600,5,5,0.4,ADVISOR,LIAR,10.256410256410257,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,4.52
fig5,1600,5,5,0.5,ADVISOR,LIAR,10.256410256410257,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,6.01
fig5,1600,5,5,0.6,ADVISOR,LIAR,10.256410256410257,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,8.08
fig5,1600,5,5,0.7,ADVISOR,LIAR,10.256410256410257,1.0,0.13,0.87,0.0,0.0,100,100,True,1.0,14.51
fig5,1600,5,5,0.8,ADVISOR,LIAR,10.256410256410257,1.0,0.82,0.18,0.0,0.0,100,100,True,1.0,17.2
fig5,1600,5,5,0.9,ADVISOR,LIAR,10.256410256410257,1.0,1.0,0.0,0.0,0.0,100,100,True,1.0,8.75
fig5,1800,5,5,0.1,ADVISOR,LIAR,11.538461538461538,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,2.0
fig5,1800,5,5,0.2,ADVISOR,LIAR,11.538461538461538,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,2.64
fig5,1800,5,5,0.3,ADVISOR,LIAR,11.538461538461538,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,3.53
fig5,1800,5,5,0.4,ADVISOR,LIAR,11.538461538461538,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,4.39
fig5,1800,5,5,0.5,ADVISOR,LIAR,11.538461538461538,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,5.92
fig5,1800,5,5,0.6,ADVISOR,LIAR,11.538461538461538,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,8.33
fig5,1800,5,5,0.7,ADVISOR,LIAR,11.538461538461538,1.0,0.11,0.89,0.0,0.0,100,100,True,1.0,14.58
fig5,1800,5,5,0.8,ADVISOR,LIAR,11.538461538461538,1.0,0.82,0.18,0.0,0.0,100,100,True,1.0,17.5
fig5,1800,5,5,0.9,ADVISOR,LIAR,11.538461538461538,1.0,1.0,0.0,0.0,0.0,100,100,True,1.0,7.92
fig5,2000,5,5,0.1,ADVISOR,LIAR,12.820512820512821,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,2.0
fig5,2000,5,5,0.2,ADVISOR,LIAR,12.820512820512821,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,2.75
fig5,2000,5,5,0.3,ADVISOR,LIAR,12.820512820512821,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,3.51
fig5,2000,5,5,0.4,ADVISOR,LIAR,12.820512820512821,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,4.42
fig5,2000,5,5,0.5,ADVISOR,LIAR,12.820512820512821,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,5.91
fig5,2000,5,5,0.6,ADVISOR,LIAR,12.820512820512821,1.0,0.0,1.0,0.0,0.0,100,100,True,1.0,8.41
fig5,2000,5,5,0.7,ADVISOR,LIAR,12.820512820512821,1.0,0.11,0.89,0.0,0.0,100,100,True,1.0,14.97
fig5,2000,5,5,0.8,ADVISOR,LIAR,12.820512820512821,1.0,0.89,0.11,0.0,0.0,100,100,True,1.0,15.3
fig5,2000,5,5,0.9,ADVISOR,LIAR,12.820512820512821,1.0,0.99,0.01,0.0,0.0,100,100,True,1.0,7.49
