task_key,fig_name,T,r,g,rep,seed,target_strategy,opponent_strategy,target_freq,winner,converged,generation,wg,r_over_g
fig5__T=1000__r=5__freq=0.100__rep=78__seed=505478,fig5,1000,5,5,78,505478,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=79__seed=505479,fig5,1000,5,5,79,505479,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=7__seed=505407,fig5,1000,5,5,7,505407,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=80__seed=505480,fig5,1000,5,5,80,505480,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=81__seed=505481,fig5,1000,5,5,81,505481,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=82__seed=505482,fig5,1000,5,5,82,505482,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=83__seed=505483,fig5,1000,5,5,83,505483,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=84__seed=505484,fig5,1000,5,5,84,505484,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=85__seed=505485,fig5,1000,5,5,85,505485,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=86__seed=505486,fig5,1000,5,5,86,505486,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=87__seed=505487,fig5,1000,5,5,87,505487,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=88__seed=505488,fig5,1000,5,5,88,505488,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=89__seed=505489,fig5,1000,5,5,89,505489,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=8__seed=505408,fig5,1000,5,5,8,505408,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=90__seed=505490,fig5,1000,5,5,90,505490,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=91__seed=505491,fig5,1000,5,5,91,505491,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=92__seed=505492,fig5,1000,5,5,92,505492,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=93__seed=505493,fig5,1000,5,5,93,505493,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=94__seed=505494,fig5,1000,5,5,94,505494,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=95__seed=505495,fig5,1000,5,5,95,505495,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=96__seed=505496,fig5,1000,5,5,96,505496,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=97__seed=505497,fig5,1000,5,5,97,505497,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=98__seed=505498,fig5,1000,5,5,98,505498,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=99__seed=505499,fig5,1000,5,5,99,505499,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.100__rep=9__seed=505409,fig5,1000,5,5,9,505409,ADVISOR,LIAR,0.1,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=0__seed=505500,fig5,1000,5,5,0,505500,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=10__seed=505510,fig5,1000,5,5,10,505510,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=11__seed=505511,fig5,1000,5,5,11,505511,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=12__seed=505512,fig5,1000,5,5,12,505512,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=13__seed=505513,fig5,1000,5,5,13,505513,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=14__seed=505514,fig5,1000,5,5,14,505514,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=15__seed=505515,fig5,1000,5,5,15,505515,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=16__seed=505516,fig5,1000,5,5,16,505516,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=17__seed=505517,fig5,1000,5,5,17,505517,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=18__seed=505518,fig5,1000,5,5,18,505518,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=19__seed=505519,fig5,1000,5,5,19,505519,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=1__seed=505501,fig5,1000,5,5,1,505501,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=20__seed=505520,fig5,1000,5,5,20,505520,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=21__seed=505521,fig5,1000,5,5,21,505521,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=22__seed=505522,fig5,1000,5,5,22,505522,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=23__seed=505523,fig5,1000,5,5,23,505523,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=24__seed=505524,fig5,1000,5,5,24,505524,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=25__seed=505525,fig5,1000,5,5,25,505525,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=26__seed=505526,fig5,1000,5,5,26,505526,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=27__seed=505527,fig5,1000,5,5,27,505527,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=28__seed=505528,fig5,1000,5,5,28,505528,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=29__seed=505529,fig5,1000,5,5,29,505529,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=2__seed=505502,fig5,1000,5,5,2,505502,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=30__seed=505530,fig5,1000,5,5,30,505530,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=31__seed=505531,fig5,1000,5,5,31,505531,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=32__seed=505532,fig5,1000,5,5,32,505532,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=33__seed=505533,fig5,1000,5,5,33,505533,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=34__seed=505534,fig5,1000,5,5,34,505534,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=35__seed=505535,fig5,1000,5,5,35,505535,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=36__seed=505536,fig5,1000,5,5,36,505536,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=37__seed=505537,fig5,1000,5,5,37,505537,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=38__seed=505538,fig5,1000,5,5,38,505538,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=39__seed=505539,fig5,1000,5,5,39,505539,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=3__seed=505503,fig5,1000,5,5,3,505503,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=40__seed=505540,fig5,1000,5,5,40,505540,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=41__seed=505541,fig5,1000,5,5,41,505541,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=42__seed=505542,fig5,1000,5,5,42,505542,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=43__seed=505543,fig5,1000,5,5,43,505543,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=44__seed=505544,fig5,1000,5,5,44,505544,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=45__seed=505545,fig5,1000,5,5,45,505545,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=46__seed=505546,fig5,1000,5,5,46,505546,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=47__seed=505547,fig5,1000,5,5,47,505547,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=48__seed=505548,fig5,1000,5,5,48,505548,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=49__seed=505549,fig5,1000,5,5,49,505549,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=4__seed=505504,fig5,1000,5,5,4,505504,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=50__seed=505550,fig5,1000,5,5,50,505550,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=51__seed=505551,fig5,1000,5,5,51,505551,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=52__seed=505552,fig5,1000,5,5,52,505552,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=53__seed=505553,fig5,1000,5,5,53,505553,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=54__seed=505554,fig5,1000,5,5,54,505554,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=55__seed=505555,fig5,1000,5,5,55,505555,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=56__seed=505556,fig5,1000,5,5,56,505556,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=57__seed=505557,fig5,1000,5,5,57,505557,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=58__seed=505558,fig5,1000,5,5,58,505558,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=59__seed=505559,fig5,1000,5,5,59,505559,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=5__seed=505505,fig5,1000,5,5,5,505505,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=60__seed=505560,fig5,1000,5,5,60,505560,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=61__seed=505561,fig5,1000,5,5,61,505561,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=62__seed=505562,fig5,1000,5,5,62,505562,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=63__seed=505563,fig5,1000,5,5,63,505563,ADVISOR,LIAR,0.2,LIAR,True,2,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=64__seed=505564,fig5,1000,5,5,64,505564,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=65__seed=505565,fig5,1000,5,5,65,505565,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=66__seed=505566,fig5,1000,5,5,66,505566,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=67__seed=505567,fig5,1000,5,5,67,505567,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
fig5__T=1000__r=5__freq=0.200__rep=68__seed=505568,fig5,1000,5,5,68,505568,ADVISOR,LIAR,0.2,LIAR,True,3,6.410256410256411,1.0
