task_key,fig_name,T,r,g,rep,seed,target_strategy,opponent_strategy,target_freq,winner,converged,generation,wg,r_over_g
fig7__T=1000__r=0__freq=0.100__rep=65__seed=705465,fig7,1000,0,5,65,705465,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=66__seed=705466,fig7,1000,0,5,66,705466,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=67__seed=705467,fig7,1000,0,5,67,705467,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=68__seed=705468,fig7,1000,0,5,68,705468,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=69__seed=705469,fig7,1000,0,5,69,705469,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=6__seed=705406,fig7,1000,0,5,6,705406,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=70__seed=705470,fig7,1000,0,5,70,705470,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=71__seed=705471,fig7,1000,0,5,71,705471,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=72__seed=705472,fig7,1000,0,5,72,705472,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=73__seed=705473,fig7,1000,0,5,73,705473,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=74__seed=705474,fig7,1000,0,5,74,705474,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=75__seed=705475,fig7,1000,0,5,75,705475,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=76__seed=705476,fig7,1000,0,5,76,705476,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=77__seed=705477,fig7,1000,0,5,77,705477,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=78__seed=705478,fig7,1000,0,5,78,705478,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=79__seed=705479,fig7,1000,0,5,79,705479,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=7__seed=705407,fig7,1000,0,5,7,705407,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=80__seed=705480,fig7,1000,0,5,80,705480,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=81__seed=705481,fig7,1000,0,5,81,705481,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=82__seed=705482,fig7,1000,0,5,82,705482,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=83__seed=705483,fig7,1000,0,5,83,705483,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=84__seed=705484,fig7,1000,0,5,84,705484,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=85__seed=705485,fig7,1000,0,5,85,705485,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=86__seed=705486,fig7,1000,0,5,86,705486,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=87__seed=705487,fig7,1000,0,5,87,705487,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=88__seed=705488,fig7,1000,0,5,88,705488,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=89__seed=705489,fig7,1000,0,5,89,705489,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=8__seed=705408,fig7,1000,0,5,8,705408,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=90__seed=705490,fig7,1000,0,5,90,705490,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=91__seed=705491,fig7,1000,0,5,91,705491,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=92__seed=705492,fig7,1000,0,5,92,705492,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=93__seed=705493,fig7,1000,0,5,93,705493,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=94__seed=705494,fig7,1000,0,5,94,705494,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=95__seed=705495,fig7,1000,0,5,95,705495,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=96__seed=705496,fig7,1000,0,5,96,705496,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=97__seed=705497,fig7,1000,0,5,97,705497,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=98__seed=705498,fig7,1000,0,5,98,705498,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=99__seed=705499,fig7,1000,0,5,99,705499,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.100__rep=9__seed=705409,fig7,1000,0,5,9,705409,LIKE_TFT,LIAR,0.1,LIAR,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=0__seed=705500,fig7,1000,0,5,0,705500,LIKE_TFT,LIAR,0.2,LIKE_TFT,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=10__seed=705510,fig7,1000,0,5,10,705510,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,198,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=11__seed=705511,fig7,1000,0,5,11,705511,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,48,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=12__seed=705512,fig7,1000,0,5,12,705512,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,96,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=13__seed=705513,fig7,1000,0,5,13,705513,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,133,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=14__seed=705514,fig7,1000,0,5,14,705514,LIKE_TFT,LIAR,0.2,LIKE_TFT,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=15__seed=705515,fig7,1000,0,5,15,705515,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,458,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=16__seed=705516,fig7,1000,0,5,16,705516,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,450,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=17__seed=705517,fig7,1000,0,5,17,705517,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,138,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=18__seed=705518,fig7,1000,0,5,18,705518,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,217,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=19__seed=705519,fig7,1000,0,5,19,705519,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,274,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=1__seed=705501,fig7,1000,0,5,1,705501,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,20,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=20__seed=705520,fig7,1000,0,5,20,705520,LIKE_TFT,LIAR,0.2,LIKE_TFT,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=21__seed=705521,fig7,1000,0,5,21,705521,LIKE_TFT,LIAR,0.2,LIKE_TFT,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=22__seed=705522,fig7,1000,0,5,22,705522,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,48,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=23__seed=705523,fig7,1000,0,5,23,705523,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,138,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=24__seed=705524,fig7,1000,0,5,24,705524,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,343,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=25__seed=705525,fig7,1000,0,5,25,705525,LIKE_TFT,LIAR,0.2,LIKE_TFT,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=26__seed=705526,fig7,1000,0,5,26,705526,LIKE_TFT,LIAR,0.2,LIKE_TFT,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=27__seed=705527,fig7,1000,0,5,27,705527,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,356,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=28__seed=705528,fig7,1000,0,5,28,705528,LIKE_TFT,LIAR,0.2,LIKE_TFT,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=29__seed=705529,fig7,1000,0,5,29,705529,LIKE_TFT,LIAR,0.2,LIKE_TFT,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=2__seed=705502,fig7,1000,0,5,2,705502,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,163,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=30__seed=705530,fig7,1000,0,5,30,705530,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,136,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=31__seed=705531,fig7,1000,0,5,31,705531,LIKE_TFT,LIAR,0.2,LIKE_TFT,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=32__seed=705532,fig7,1000,0,5,32,705532,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,25,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=33__seed=705533,fig7,1000,0,5,33,705533,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,46,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=34__seed=705534,fig7,1000,0,5,34,705534,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,70,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=35__seed=705535,fig7,1000,0,5,35,705535,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,350,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=36__seed=705536,fig7,1000,0,5,36,705536,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,67,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=37__seed=705537,fig7,1000,0,5,37,705537,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,112,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=38__seed=705538,fig7,1000,0,5,38,705538,LIKE_TFT,LIAR,0.2,LIKE_TFT,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=39__seed=705539,fig7,1000,0,5,39,705539,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,263,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=3__seed=705503,fig7,1000,0,5,3,705503,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,375,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=40__seed=705540,fig7,1000,0,5,40,705540,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,71,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=41__seed=705541,fig7,1000,0,5,41,705541,LIKE_TFT,LIAR,0.2,LIKE_TFT,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=42__seed=705542,fig7,1000,0,5,42,705542,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,340,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=43__seed=705543,fig7,1000,0,5,43,705543,LIKE_TFT,LIAR,0.2,LIKE_TFT,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=44__seed=705544,fig7,1000,0,5,44,705544,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,25,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=45__seed=705545,fig7,1000,0,5,45,705545,LIKE_TFT,LIAR,0.2,LIKE_TFT,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=46__seed=705546,fig7,1000,0,5,46,705546,LIKE_TFT,LIAR,0.2,LIKE_TFT,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=47__seed=705547,fig7,1000,0,5,47,705547,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,229,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=48__seed=705548,fig7,1000,0,5,48,705548,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,482,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=49__seed=705549,fig7,1000,0,5,49,705549,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,464,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=4__seed=705504,fig7,1000,0,5,4,705504,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,274,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=50__seed=705550,fig7,1000,0,5,50,705550,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,118,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=51__seed=705551,fig7,1000,0,5,51,705551,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,29,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=52__seed=705552,fig7,1000,0,5,52,705552,LIKE_TFT,LIAR,0.2,LIKE_TFT,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=53__seed=705553,fig7,1000,0,5,53,705553,LIKE_TFT,LIAR,0.2,LIKE_TFT,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=54__seed=705554,fig7,1000,0,5,54,705554,LIKE_TFT,LIAR,0.2,LIKE_TFT,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=55__seed=705555,fig7,1000,0,5,55,705555,LIKE_TFT,LIAR,0.2,LIKE_TFT,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=56__seed=705556,fig7,1000,0,5,56,705556,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,106,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=57__seed=705557,fig7,1000,0,5,57,705557,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,41,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=58__seed=705558,fig7,1000,0,5,58,705558,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,345,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=59__seed=705559,fig7,1000,0,5,59,705559,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,464,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=5__seed=705505,fig7,1000,0,5,5,705505,LIKE_TFT,LIAR,0.2,LIKE_TFT,False,500,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=60__seed=705560,fig7,1000,0,5,60,705560,LIKE_TFT,LIAR,0.2,LIKE_TFT,True,390,6.410256410256411,0.0
fig7__T=1000__r=0__freq=0.200__rep=61__seed=705561,fig7,1000,0,5,61,705561,LIKE_TFT,LIAR,0.2,LIKE_TFT,False,500,6.410256410256411,0.0
