task_key,fig_name,T,r,g,rep,seed,target_strategy,opponent_strategy,target_freq,winner,converged,generation,wg,r_over_g
fig8_B__T=100__r=0__freq=0.900__rep=33__seed=802133,fig8_B,100,0,10,33,802133,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=34__seed=802134,fig8_B,100,0,10,34,802134,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=35__seed=802135,fig8_B,100,0,10,35,802135,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=36__seed=802136,fig8_B,100,0,10,36,802136,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=37__seed=802137,fig8_B,100,0,10,37,802137,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,8,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=38__seed=802138,fig8_B,100,0,10,38,802138,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=39__seed=802139,fig8_B,100,0,10,39,802139,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=3__seed=802103,fig8_B,100,0,10,3,802103,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=40__seed=802140,fig8_B,100,0,10,40,802140,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=41__seed=802141,fig8_B,100,0,10,41,802141,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=42__seed=802142,fig8_B,100,0,10,42,802142,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=43__seed=802143,fig8_B,100,0,10,43,802143,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=44__seed=802144,fig8_B,100,0,10,44,802144,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=45__seed=802145,fig8_B,100,0,10,45,802145,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=46__seed=802146,fig8_B,100,0,10,46,802146,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,8,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=47__seed=802147,fig8_B,100,0,10,47,802147,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=48__seed=802148,fig8_B,100,0,10,48,802148,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=49__seed=802149,fig8_B,100,0,10,49,802149,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=4__seed=802104,fig8_B,100,0,10,4,802104,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=50__seed=802150,fig8_B,100,0,10,50,802150,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=51__seed=802151,fig8_B,100,0,10,51,802151,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=52__seed=802152,fig8_B,100,0,10,52,802152,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=53__seed=802153,fig8_B,100,0,10,53,802153,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=54__seed=802154,fig8_B,100,0,10,54,802154,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=55__seed=802155,fig8_B,100,0,10,55,802155,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=56__seed=802156,fig8_B,100,0,10,56,802156,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=57__seed=802157,fig8_B,100,0,10,57,802157,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=58__seed=802158,fig8_B,100,0,10,58,802158,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=59__seed=802159,fig8_B,100,0,10,59,802159,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=5__seed=802105,fig8_B,100,0,10,5,802105,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,8,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=60__seed=802160,fig8_B,100,0,10,60,802160,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=61__seed=802161,fig8_B,100,0,10,61,802161,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=62__seed=802162,fig8_B,100,0,10,62,802162,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=63__seed=802163,fig8_B,100,0,10,63,802163,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=64__seed=802164,fig8_B,100,0,10,64,802164,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=65__seed=802165,fig8_B,100,0,10,65,802165,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=66__seed=802166,fig8_B,100,0,10,66,802166,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=67__seed=802167,fig8_B,100,0,10,67,802167,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,8,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=68__seed=802168,fig8_B,100,0,10,68,802168,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=69__seed=802169,fig8_B,100,0,10,69,802169,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=6__seed=802106,fig8_B,100,0,10,6,802106,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=70__seed=802170,fig8_B,100,0,10,70,802170,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=71__seed=802171,fig8_B,100,0,10,71,802171,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,8,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=72__seed=802172,fig8_B,100,0,10,72,802172,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=73__seed=802173,fig8_B,100,0,10,73,802173,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=74__seed=802174,fig8_B,100,0,10,74,802174,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=75__seed=802175,fig8_B,100,0,10,75,802175,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=76__seed=802176,fig8_B,100,0,10,76,802176,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=77__seed=802177,fig8_B,100,0,10,77,802177,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=78__seed=802178,fig8_B,100,0,10,78,802178,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=79__seed=802179,fig8_B,100,0,10,79,802179,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=7__seed=802107,fig8_B,100,0,10,7,802107,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=80__seed=802180,fig8_B,100,0,10,80,802180,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=81__seed=802181,fig8_B,100,0,10,81,802181,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=82__seed=802182,fig8_B,100,0,10,82,802182,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=83__seed=802183,fig8_B,100,0,10,83,802183,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=84__seed=802184,fig8_B,100,0,10,84,802184,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=85__seed=802185,fig8_B,100,0,10,85,802185,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=86__seed=802186,fig8_B,100,0,10,86,802186,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=87__seed=802187,fig8_B,100,0,10,87,802187,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=88__seed=802188,fig8_B,100,0,10,88,802188,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=89__seed=802189,fig8_B,100,0,10,89,802189,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=8__seed=802108,fig8_B,100,0,10,8,802108,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=90__seed=802190,fig8_B,100,0,10,90,802190,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=91__seed=802191,fig8_B,100,0,10,91,802191,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=92__seed=802192,fig8_B,100,0,10,92,802192,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=93__seed=802193,fig8_B,100,0,10,93,802193,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=94__seed=802194,fig8_B,100,0,10,94,802194,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,10,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=95__seed=802195,fig8_B,100,0,10,95,802195,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=96__seed=802196,fig8_B,100,0,10,96,802196,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,8,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=97__seed=802197,fig8_B,100,0,10,97,802197,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=98__seed=802198,fig8_B,100,0,10,98,802198,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=99__seed=802199,fig8_B,100,0,10,99,802199,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,9,1.2820512820512822,0.0
fig8_B__T=100__r=0__freq=0.900__rep=9__seed=802109,fig8_B,100,0,10,9,802109,CONDITIONAL_ADVISOR,LIAR,0.9,LIAR,True,8,1.2820512820512822,0.0
fig8_B__T=100__r=10__freq=0.900__rep=0__seed=803100,fig8_B,100,10,10,0,803100,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,5,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=10__seed=803110,fig8_B,100,10,10,10,803110,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,32,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=11__seed=803111,fig8_B,100,10,10,11,803111,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,6,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=12__seed=803112,fig8_B,100,10,10,12,803112,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,3,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=13__seed=803113,fig8_B,100,10,10,13,803113,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,4,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=14__seed=803114,fig8_B,100,10,10,14,803114,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,15,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=15__seed=803115,fig8_B,100,10,10,15,803115,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,12,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=16__seed=803116,fig8_B,100,10,10,16,803116,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,14,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=17__seed=803117,fig8_B,100,10,10,17,803117,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,23,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=18__seed=803118,fig8_B,100,10,10,18,803118,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,5,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=19__seed=803119,fig8_B,100,10,10,19,803119,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,19,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=1__seed=803101,fig8_B,100,10,10,1,803101,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,14,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=20__seed=803120,fig8_B,100,10,10,20,803120,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,6,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=21__seed=803121,fig8_B,100,10,10,21,803121,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,18,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=22__seed=803122,fig8_B,100,10,10,22,803122,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,7,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=23__seed=803123,fig8_B,100,10,10,23,803123,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,6,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=24__seed=803124,fig8_B,100,10,10,24,803124,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,7,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=25__seed=803125,fig8_B,100,10,10,25,803125,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,27,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=26__seed=803126,fig8_B,100,10,10,26,803126,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,36,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=27__seed=803127,fig8_B,100,10,10,27,803127,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,6,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=28__seed=803128,fig8_B,100,10,10,28,803128,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,20,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=29__seed=803129,fig8_B,100,10,10,29,803129,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,51,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=2__seed=803102,fig8_B,100,10,10,2,803102,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,6,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=30__seed=803130,fig8_B,100,10,10,30,803130,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,4,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=31__seed=803131,fig8_B,100,10,10,31,803131,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,3,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=32__seed=803132,fig8_B,100,10,10,32,803132,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,13,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=33__seed=803133,fig8_B,100,10,10,33,803133,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,17,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=34__seed=803134,fig8_B,100,10,10,34,803134,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,12,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=35__seed=803135,fig8_B,100,10,10,35,803135,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,27,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=36__seed=803136,fig8_B,100,10,10,36,803136,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,8,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=37__seed=803137,fig8_B,100,10,10,37,803137,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,15,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=38__seed=803138,fig8_B,100,10,10,38,803138,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,12,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=39__seed=803139,fig8_B,100,10,10,39,803139,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,8,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=3__seed=803103,fig8_B,100,10,10,3,803103,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,4,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=40__seed=803140,fig8_B,100,10,10,40,803140,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,17,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=41__seed=803141,fig8_B,100,10,10,41,803141,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,31,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=42__seed=803142,fig8_B,100,10,10,42,803142,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,15,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=43__seed=803143,fig8_B,100,10,10,43,803143,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,8,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=44__seed=803144,fig8_B,100,10,10,44,803144,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,6,1.2820512820512822,1.0
fig8_B__T=100__r=10__freq=0.900__rep=45__seed=803145,fig8_B,100,10,10,45,803145,CONDITIONAL_ADVISOR,LIAR,0.9,CONDITIONAL_ADVISOR,True,10,1.2820512820512822,1.0
